date,ticker,entry_price,exit_price,amount,pnl,cumulative_pnl
1969-03-04,Commodity Market Factor,114.21513449926624,116.69339780331268,1.0,2.478263304046436,2.478263304046436
1969-04-11,COTTON NO.2 FUTR  Jul23,90.530519110097,87.37674191182465,-0.5,1.5768885991361756,4.055151903182612
1969-04-11,Commodity Market Factor,116.69339780331268,118.93500009120426,0.0,0.0,4.055151903182612
1969-06-06,LIVE CATTLE FUTR  Aug23,115.78084510021691,131.61457507007265,-0.3333333333333333,-5.277909989951913,-1.2227580867693009
1969-06-06,COTTON NO.2 FUTR  Jul23,87.37674191182465,85.5187026322223,0.0,-0.0,-1.2227580867693009
1969-06-06,Commodity Market Factor,118.93500009120426,121.30055966455414,0.0,0.0,-1.2227580867693009
1969-06-23,CORN FUTURE       Jul23,105.04869612148273,104.54333586831194,-0.2552522163540123,0.12899432467906952,-1.0937637620902314
1969-06-23,LIVE CATTLE FUTR  Aug23,131.61457507007265,132.59823364535424,0.0,0.0,-1.0937637620902314
1969-06-23,COTTON NO.2 FUTR  Jul23,85.5187026322223,84.28815907424006,0.0,-0.0,-1.0937637620902314
1969-06-23,Commodity Market Factor,121.30055966455414,120.66981055701194,0.0,-0.0,-1.0937637620902314
1969-07-03,COCOA FUTURE      Jul23,91.09902690326274,94.70520892959358,-0.22157360895933953,-0.7990347661384286,-1.89279852822866
1969-07-03,CORN FUTURE       Jul23,104.54333586831194,102.9144076736256,0.0,-0.0,-1.89279852822866
1969-07-03,LIVE CATTLE FUTR  Aug23,132.59823364535424,132.07467343593015,0.0,-0.0,-1.89279852822866
1969-07-03,COTTON NO.2 FUTR  Jul23,84.28815907424006,82.88648031945235,0.0,-0.0,-1.89279852822866
1969-07-03,Commodity Market Factor,120.66981055701194,120.01555818468084,0.0,-0.0,-1.89279852822866
1969-08-29,SOYBEAN FUTURE    Jul23,98.53388163776145,102.91435723225457,0.1431588776963867,0.6271039698840474,-1.2656945583446126
1969-08-29,COCOA FUTURE      Jul23,94.70520892959358,81.56840297653117,0.0,-0.0,-1.2656945583446126
1969-08-29,CORN FUTURE       Jul23,102.9144076736256,101.57495768221177,0.0,-0.0,-1.2656945583446126
1969-08-29,LIVE CATTLE FUTR  Aug23,132.07467343593015,127.2145539161248,0.0,-0.0,-1.2656945583446126
1969-08-29,COTTON NO.2 FUTR  Jul23,82.88648031945235,80.10757069513481,0.0,-0.0,-1.2656945583446126
1969-08-29,Commodity Market Factor,120.01555818468084,113.53930980287082,0.0,-0.0,-1.2656945583446126
1969-09-09,COTTON NO.2 FUTR  Jul23,80.10757069513481,81.24847200717134,0.16666666666666666,0.1901502186727555,-1.0755443396718571
1969-09-09,SOYBEAN FUTURE    Jul23,102.91435723225457,102.91435723225456,0.0,-0.0,-1.0755443396718571
1969-09-09,COCOA FUTURE      Jul23,81.56840297653117,84.43045220377786,0.0,0.0,-1.0755443396718571
1969-09-09,CORN FUTURE       Jul23,101.57495768221177,100.24777371636036,0.0,-0.0,-1.0755443396718571
1969-09-09,LIVE CATTLE FUTR  Aug23,127.2145539161248,126.32079961922913,0.0,-0.0,-1.0755443396718571
1969-09-09,Commodity Market Factor,113.53930980287082,113.50799165535607,0.0,-0.0,-1.0755443396718571
1969-11-11,SUGAR #11 (WORLD) Jul23,92.05930936836316,112.80578934948484,0.14285714285714285,2.963782854445954,1.888238514774097
1969-11-11,COTTON NO.2 FUTR  Jul23,81.24847200717134,82.62570287670108,0.0,0.0,1.888238514774097
1969-11-11,SOYBEAN FUTURE    Jul23,102.91435723225456,105.29232969783659,0.0,0.0,1.888238514774097
1969-11-11,COCOA FUTURE      Jul23,84.43045220377786,94.76244991413853,0.0,0.0,1.888238514774097
1969-11-11,CORN FUTURE       Jul23,100.24777371636036,102.30601280573062,0.0,0.0,1.888238514774097
1969-11-11,LIVE CATTLE FUTR  Aug23,126.32079961922913,130.37178063356095,0.0,0.0,1.888238514774097
1969-11-11,Commodity Market Factor,113.50799165535607,120.93201877094377,0.0,0.0,1.888238514774097
1969-12-26,CORN FUTURE       Jul23,102.30601280573062,101.33944999141374,0.14285714285714285,-0.1380804020452676,1.7501581127288295
1969-12-26,SUGAR #11 (WORLD) Jul23,112.80578934948484,97.65594273578229,0.0,-0.0,1.7501581127288295
1969-12-26,COTTON NO.2 FUTR  Jul23,82.62570287670108,79.81419607203965,0.0,-0.0,1.7501581127288295
1969-12-26,SOYBEAN FUTURE    Jul23,105.29232969783659,103.91560879671013,0.0,-0.0,1.7501581127288295
1969-12-26,COCOA FUTURE      Jul23,94.76244991413853,85.28906697195193,0.0,-0.0,1.7501581127288295
1969-12-26,LIVE CATTLE FUTR  Aug23,130.37178063356095,131.35015072187866,0.0,0.0,1.7501581127288295
1969-12-26,Commodity Market Factor,120.93201877094377,117.47941607886962,0.0,-0.0,1.7501581127288295
1970-01-01,SUGAR #11 (WORLD) Jul23,97.65594273578229,92.82230787382994,0.14285714285714285,-0.6905192659931925,1.059638846735637
1970-01-01,CORN FUTURE       Jul23,101.33944999141374,101.33944999141373,0.0,-0.0,1.059638846735637
1970-01-01,COTTON NO.2 FUTR  Jul23,79.81419607203965,78.41251731725194,0.0,-0.0,1.059638846735637
1970-01-01,SOYBEAN FUTURE    Jul23,103.91560879671013,103.86197032004286,0.0,-0.0,1.059638846735637
1970-01-01,COCOA FUTURE      Jul23,85.28906697195193,82.45563823697768,0.0,-0.0,1.059638846735637
1970-01-01,LIVE CATTLE FUTR  Aug23,131.35015072187866,128.4996562483475,0.0,-0.0,1.059638846735637
1970-01-01,Commodity Market Factor,117.47941607886962,115.4102576983516,0.0,-0.0,1.059638846735637
1970-01-08,CORN FUTURE       Jul23,101.33944999141373,101.85707627014686,0.14285714285714285,0.07394661124759035,1.1335854579832274
1970-01-08,SUGAR #11 (WORLD) Jul23,92.82230787382994,104.10210021238103,0.0,0.0,1.1335854579832274
1970-01-08,COTTON NO.2 FUTR  Jul23,78.41251731725194,77.49979626762273,0.0,-0.0,1.1335854579832274
1970-01-08,SOYBEAN FUTURE    Jul23,103.86197032004286,105.13141426783471,0.0,0.0,1.1335854579832274
1970-01-08,COCOA FUTURE      Jul23,82.45563823697768,80.13737836290785,0.0,-0.0,1.1335854579832274
1970-01-08,LIVE CATTLE FUTR  Aug23,128.4996562483475,130.14437569411407,0.0,0.0,1.1335854579832274
1970-01-08,Commodity Market Factor,115.4102576983516,117.24891236033504,0.0,0.0,1.1335854579832274
1970-02-06,LIVE CATTLE FUTR  Aug23,130.14437569411407,129.3775450843515,0.14285714285714285,-0.10954722996608064,1.0240382280171467
1970-02-06,Commodity Market Factor,117.24891236033504,114.11016663468219,0.14285714285714285,-0.4483922465218362,0.5756459814953105
1970-02-06,CORN FUTURE       Jul23,101.85707627014686,100.81201089223057,0.0,-0.0,0.5756459814953105
1970-02-06,SUGAR #11 (WORLD) Jul23,104.10210021238103,100.88098796507512,0.0,-0.0,0.5756459814953105
1970-02-06,COTTON NO.2 FUTR  Jul23,77.49979626762273,74.7290359383912,0.0,-0.0,0.5756459814953105
1970-02-06,SOYBEAN FUTURE    Jul23,105.13141426783471,105.34596817450372,0.0,0.0,0.5756459814953105
1970-02-06,COCOA FUTURE      Jul23,80.13737836290785,70.40641099026902,0.0,-0.0,0.5756459814953105
1970-03-26,LIVE CATTLE FUTR  Aug23,129.3775450843515,141.9429901105296,-0.14285714285714285,-1.7950635751682973,-1.2194175936729867
1970-03-26,Commodity Market Factor,114.11016663468219,116.78357815802309,0.0,0.0,-1.2194175936729867
1970-03-26,CORN FUTURE       Jul23,100.81201089223057,104.90395701984633,0.0,0.0,-1.2194175936729867
1970-03-26,SUGAR #11 (WORLD) Jul23,100.88098796507512,105.80901439471404,0.0,0.0,-1.2194175936729867
1970-03-26,COTTON NO.2 FUTR  Jul23,74.7290359383912,74.24007823323272,0.0,-0.0,-1.2194175936729867
1970-03-26,SOYBEAN FUTURE    Jul23,105.34596817450372,105.34596817450377,0.0,0.0,-1.2194175936729867
1970-03-26,COCOA FUTURE      Jul23,70.40641099026902,63.73783629078421,0.0,-0.0,-1.2194175936729867
1970-04-20,COTTON NO.2 FUTR  Jul23,74.24007823323272,71.95012631407373,0.14285714285714285,-0.32713598845128494,-1.5465535821242717
1970-04-20,LIVE CATTLE FUTR  Aug23,141.9429901105296,139.33047755037308,0.0,-0.0,-1.5465535821242717
1970-04-20,Commodity Market Factor,116.78357815802309,117.2305840091958,0.0,0.0,-1.5465535821242717
1970-04-20,CORN FUTURE       Jul23,104.90395701984633,107.34980251698833,0.0,0.0,-1.5465535821242717
1970-04-20,SUGAR #11 (WORLD) Jul23,105.80901439471404,108.66829229922126,0.0,0.0,-1.5465535821242717
1970-04-20,SOYBEAN FUTURE    Jul23,105.34596817450377,107.11603790452342,0.0,0.0,-1.5465535821242717
1970-04-20,COCOA FUTURE      Jul23,63.73783629078421,61.90612478534629,0.0,-0.0,-1.5465535821242717
1970-05-22,Commodity Market Factor,117.2305840091958,117.50041003449873,0.14285714285714285,0.03854657504327617,-1.5080070070809957
1970-05-22,COTTON NO.2 FUTR  Jul23,71.95012631407373,70.51585037894213,0.0,-0.0,-1.5080070070809957
1970-05-22,LIVE CATTLE FUTR  Aug23,139.33047755037308,139.10307261092612,0.0,-0.0,-1.5080070070809957
1970-05-22,CORN FUTURE       Jul23,107.34980251698833,112.58248902190705,0.0,0.0,-1.5080070070809957
1970-05-22,SUGAR #11 (WORLD) Jul23,108.66829229922126,107.79910328010695,0.0,-0.0,-1.5080070070809957
1970-05-22,SOYBEAN FUTURE    Jul23,107.11603790452342,110.31646701233674,0.0,0.0,-1.5080070070809957
1970-05-22,COCOA FUTURE      Jul23,61.90612478534629,54.636519748139655,0.0,-0.0,-1.5080070070809957
1970-05-26,LIVE CATTLE FUTR  Aug23,139.10307261092612,135.25305410122172,0.14285714285714285,-0.5500026442434854,-2.058009651324481
1970-05-26,Commodity Market Factor,117.50041003449873,116.65259120393684,0.0,-0.0,-2.058009651324481
1970-05-26,COTTON NO.2 FUTR  Jul23,70.51585037894213,70.84997147746711,0.0,0.0,-2.058009651324481
1970-05-26,CORN FUTURE       Jul23,112.58248902190705,111.61592620759015,0.0,-0.0,-2.058009651324481
1970-05-26,SUGAR #11 (WORLD) Jul23,107.79910328010695,110.99268465350426,0.0,0.0,-2.058009651324481
1970-05-26,SOYBEAN FUTURE    Jul23,110.31646701233674,109.6012873234399,0.0,-0.0,-2.058009651324481
1970-05-26,COCOA FUTURE      Jul23,54.636519748139655,53.54894104178591,0.0,-0.0,-2.058009651324481
1970-05-28,SUGAR #11 (WORLD) Jul23,110.99268465350426,110.70557696845746,0.14285714285714285,-0.041015383578113074,-2.0990250349025943
1970-05-28,LIVE CATTLE FUTR  Aug23,135.25305410122172,137.8602781744144,0.0,0.0,-2.0990250349025943
1970-05-28,Commodity Market Factor,116.65259120393684,117.70033081381798,0.0,0.0,-2.0990250349025943
1970-05-28,COTTON NO.2 FUTR  Jul23,70.84997147746711,71.8360361828701,0.0,0.0,-2.0990250349025943
