date,ticker,entry_price,exit_price,amount,pnl,cumulative_pnl
1969-04-16,0,114.21513449926624,117.45245088118217,1.0,3.2373163819159316,3.2373163819159316
1970-01-08,0,117.45245088118217,117.24891236033504,-1.0,0.20353852084713253,3.440854902763064
1971-03-12,0,117.24891236033504,133.23786073123392,1.0,15.988948370898882,19.429803273661946
1971-10-08,0,133.23786073123392,125.04618798551849,-1.0,8.191672745715437,27.621476019377383
1972-04-26,0,125.04618798551849,152.78776387437205,1.0,27.74157588885356,55.36305190823094
1972-07-14,0,152.78776387437205,148.3397269771842,-1.0,4.448036897187848,59.81108880541879
1972-09-07,0,148.3397269771842,152.06573847625228,1.0,3.726011499068079,63.53710030448687
1975-02-10,0,152.06573847625228,307.2883531716396,-1.0,-155.2226146953873,-91.68551439090044
1975-02-18,0,307.2883531716396,304.24448120087317,1.0,-3.0438719707664177,-94.72938636166685
1975-06-20,0,304.24448120087317,233.14621424093514,-1.0,71.09826695993803,-23.631119401728824
1976-03-26,0,233.14621424093514,268.47451079030384,1.0,35.3282965493687,11.697177147639877
1977-05-17,0,268.47451079030384,370.0986724710352,-1.0,-101.62416168073133,-89.92698453309146
1977-07-20,0,370.0986724710352,371.24376528587305,1.0,1.1450928148378807,-88.78189171825358
1978-01-16,0,371.24376528587305,350.4654076828208,-1.0,20.778357603052257,-68.00353411520132
1978-05-31,0,350.4654076828208,383.09013507852706,1.0,32.62472739570626,-35.37880671949506
1980-05-07,0,383.09013507852706,413.2632164708614,-1.0,-30.173081392334325,-65.55188811182938
1980-05-19,0,413.2632164708614,407.4977420470137,1.0,-5.7654744238477065,-71.31736253567709
1981-02-20,0,407.4977420470137,333.63429063939174,-1.0,73.86345140762194,2.5460888719448462
1981-12-08,0,333.63429063939174,278.47017694897954,1.0,-55.164113690412194,-52.61802481846735
1982-02-09,0,278.47017694897954,289.1996237676058,-1.0,-10.72944681862623,-63.34747163709358
1982-07-06,0,289.1996237676058,257.5055897261487,1.0,-31.694034041457087,-95.04150567855066
1982-08-02,0,257.5055897261487,256.7974641824781,-1.0,0.708125543670576,-94.33338013488009
1982-11-26,0,256.7974641824781,252.9061583419894,1.0,-3.8913058404887124,-98.2246859753688
1983-03-25,0,252.9061583419894,269.6885249859141,-1.0,-16.782366643924718,-115.00705261929352
1983-06-16,0,269.6885249859141,272.56362048168864,1.0,2.8750954957745307,-112.13195712351899
1984-02-28,0,272.56362048168864,307.68695729828767,-1.0,-35.12333681659902,-147.255293940118
1987-09-29,0,307.68695729828767,216.80647203082987,1.0,-90.8804852674578,-238.1357792075758
1989-07-18,0,216.80647203082987,226.19344478130074,-1.0,-9.386972750470875,-247.52275195804668
1989-07-24,0,226.19344478130074,223.0587051460261,1.0,-3.1347396352746273,-250.6574915933213
1990-05-04,0,223.0587051460261,227.10016658375258,-1.0,-4.041461437726468,-254.69895303104778
1991-10-15,0,227.10016658375258,224.27226972500006,1.0,-2.827896858752524,-257.5268498898003
1992-05-28,0,224.27226972500006,209.12996815140153,-1.0,15.14230157359853,-242.38454831620177
1993-05-04,0,209.12996815140153,217.91411833829883,1.0,8.784150186897307,-233.60039812930447
1994-04-15,0,217.91411833829883,213.08776221951933,-1.0,4.8263561187795005,-228.77404201052497
1994-06-22,0,213.08776221951933,214.54509426412656,1.0,1.4573320446072273,-227.31670996591774
1994-12-05,0,214.54509426412656,222.60733555564045,-1.0,-8.062241291513885,-235.37895125743162
